title,data
Pandaemonium,Drama Foreign Set England early 19th century pandaemonium evoke late-1960s America depiction relationship Samuel Taylor Coleridge Linus Roach William Wordsworth John Hannah instead Vietnam Wordsworth fight french Coleridge stay home promote utopianism war poet live work Coleridge wife Sara Samantha Morton Wordsworth sister Dorothy Emily Woof communal arrangement work advantage Coleridge good writing Wordsworth stagnate Coleridge addicted opium wordsworth find voice abandon friend 20th century vernacular Wordsworth yuppie Coleridge hippie
Groundhog Day,Romance Fantasy Drama Comedy deja-vu groundhog weather-forecast telecaster pennsylvania alarm-clock winter time-warp time-loop cult-film existentialism groundhog-day narcissistic tv weatherman attractive distant producer mawkish cameraman send report Groundhog Day small town Punxsutawney find repeat day
Magic Mike XXL,Comedy Drama Music male-friendship strip-club road-trip strip-tease strip year Mike bow stripper life game remain king Tampa hit road Myrtle Beach blow performance
Romeo + Juliet,Drama Romance shakespeare forbidden-love gun-violence star-crossed-lovers shakespeare-in-modern-dress teenage-romance masquerade shakespeare's-romeo-and-juliet gangster-grip director Baz Luhrmann contemporary William Shakespeare classic tragedy Montagues Capulets ongoing feud swelter suburb Verona Beach Romeo Juliet fall love secretly d. film visually modern bard dialogue remain
Sarah's Key,Drama War night 16 July 1942 year old Sarah parent arrest transport Velodrome d'Hiver Paris thousand jews send deport Sarah manage lock little brother closed police enter appartment year later Julia Jarmond american journalist Paris assignment write article raid black page history France start dig archive Sarah file discover secret law
Freedom,Drama ship freedom slave man separate 100 year unite search freedom 1856 slave Samuel Woodward family escape Monroe Plantation near Richmond Virginia secret network ordinary people know Underground Railroad guide family journey north Canada relentlessly pursue notorious slave hunter Plimpton hunt like dog haunt unthinkable suffering forbear endure Samuel force decide revenge freedom 100 year early 1748 John Newton Captain slave trader sail Africa cargo slave bind America board Samuel great grandfather survival tie fate Captain Newton voyage change Newton life forever create legacy inspire Samuel life million generation come
Unforgiven,Western prostitute sheriff bounty regret right-and-justice revenge mutilation one-last-job reputation englishman William Munny retire ruthless killer turn gentle widower hog farmer help support motherless child accept bounty hunter mission find man brutalize prostitute join partner cocky greenhorn corrupt sheriff
Manderlay,Drama southern-usa slavery duringcreditsstinger 1933 leave Dogville Grace Margaret Mulligan slave punish cotton farm Manderlay officially slavery illegal Grace stand owner farm stay gangster Manderlay try influence situation harvest time come Grace social economic reality Manderlay
Slumdog Millionaire,Drama Romance slum indian-lead cheating suspicion game-show orphan duringcreditsstinger Jamal Malik impoverished indian teen contestant Hindi version want millionaire win suspect cheat
Fatal Attraction,Drama Romance Thriller sexual-obsession wife-husband-relationship deceived-wife marriage-crisis suspense lawyer extramarital-affair erotic-movie married man night stand come haunt lover begin stalk family
Pretty Woman,Romance Comedy prostitute capitalism cinderella expensive-restaurant sports-car workaholic fire-escape friendship los-angeles piano millionaire wheeler dealer Edward Lewis enter business contract Hollywood hooker Vivian Ward lose heart bargain charming romantic comedy Edward hire vivian date week Cinderella makeover return favor mellow hardnose tycoon outlook poor prostitute rich capitalist live happily
Crocodile Dundee II,Adventure Comedy new-york crocodile australia large-knife aftercreditsstinger australian outback expert protect New York love gangster follow
Broken Horses,Thriller Mystery Drama Crime bond brotherhood law loyalty futility violence shadow Mexico border gang war
Born on the Fourth of July,Drama War vietnam-veteran post-traumatic-stress--disorder bar 1970s wheelchair vietnam-war desert spit-in-the-face drunkenness 1950s 1960s biography Ron Kovic paralyzed Vietnam war anti war pro human right political activist feeling betray country fight
Cool Runnings,Comedy winter trainer olympic-games jamaica training-camp reggae bobsleighing sport jamaican sprinter disqualify Olympic Games enlist help dishonored coach start Jamaican Bobsled Team
My Bloody Valentine,Mystery Horror sheriff miner delusion head-injury remake slaughter blood aftercreditsstinger 3d year ago tragedy change town Harmony forever Tom Hanniger inexperienced coal miner cause accident tunnel trap kill man send survivor Harry Warden permanent coma Harry Warden want revenge exactly year later Valentine Day wake brutally murder people pickaxe kill
Stomp the Yard,Drama Music love-at-first-sight loss-of-brother breakdance daughter death young brother troubled 19 year old street dancer Los Angeles able bypass juvenile hall enrol historically black Truth University Atlanta Georgia effort education woo girl like sideline court campus fraternity want need fierce street style dance win highly covet national step competition
The Spy Who Loved Me,Adventure Action Thriller london-england submarine england assassination spy cairo terrorist egypt mass-murder pyramid russia planned-murder secret-intelligence-service kgb villain nuclear-missile tanker sphinx sardinien warhead jet-ski utopia murder shark killer british-secret-service skiing russian british submarine nuclear missile board vanish sight trace England Russia blame James Bond try solve riddle disappear ship KGB agent case
Urban Legend,Horror Thriller college murder urban-legend slasher killer death campus killer loose urban legend like eat pop rock soda time stomach explode psycho axe step backseat car gas station look reality
Good Deeds,Comedy Drama Romance african-american single-mother fiancé-fiancée-relationship corporation rich-man---poor-woman Businessman Wesley Deeds jolt script life meet Lindsey single mother work cleaning crew office building
White Fang,Action Adventure Drama Family based-on-novel gold treasure coffin human-animal-relationship friendship alaska shootout dog prospector klondike yukon boy-dog-relationship gold-miner Jack London classic adventure story friendship develop Yukon gold hunter mixed dog wolf rescue hand man mistreat
Superstar,Comedy Family Orphan Mary Katherine Gallagher ugly duckling St. Monica High School dream kiss soulfully decide realize dream superstar prayer fantasy conversation friend focus achieve super stardom
The Iron Lady,History Drama capitalism prime-minister argentina margaret-thatcher british-overseas-territory war-propaganda british-politics british-prime-minister female-politician falklands-war political-leader female-prime-minister right-wing falklands woman-director 1980s look life Margaret Thatcher Prime Minister United Kingdom focus price pay power
